energia_ativa_baixa_tensao_kwh,energia_ativa_alta_tensao_kwh,cpes_domestico_baixa_tensao,cpes_domestico_alta_tensao,cpes_iluminacao_publica_baixa_tensao,cpes_nao_domestico_baixa_tensao,cpes_nao_domestico_alta_tensao,cpes_outros_baixa_tensao,cpes_outros_alta_tensao,cpes_mobilidade_eletrica_nao_baixa_tensao,cpes_mobilidade_eletrica_sim_baixa_tensao
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,148.16 - 218.69,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,148.16 - 218.69,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,148.16 - 218.69,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,148.16 - 218.69,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,148.16 - 218.69,0.00 - 27.46,1144.00 - 8292.53,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,148.16 - 218.69,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,3353532.66 - 9317038.68,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,53.43 - 81.89,83.89 - 148.16,0.00 - 27.46,16488.92 - 29385.43,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,83.89 - 148.16,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,1144.00 - 8292.53,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
2983911.75 - 6866211.91,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,83.89 - 148.16,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,100.27 - 147.04,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,0.00 - 3.87
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,0.00 - 3.87
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,0.00 - 3.87
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,0.00 - 3.87
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,46318.89 - 66111.12,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
12252934.51 - 18464831.15,3353532.66 - 9317038.68,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,3.87 - 12.51
6866211.91 - 12252934.51,0.00 - 3353532.66,32321.75 - 40878.28,0.00 - 0.54,355.01 - 407.69,5235.35 - 7947.00,143.91 - 194.04,218.69 - 308.75,0.00 - 27.46,66111.12 - 91019.96,12.51 - 28.31
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,8292.53 - 16488.92,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
2983911.75 - 6866211.91,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,8752.42 - 14844.51,0.00 - 0.54,147.04 - 190.41,1556.31 - 3135.72,28.52 - 53.43,1.00 - 38.21,0.00 - 27.46,16488.92 - 29385.43,3.87 - 12.51
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
139066.00 - 2983911.75,0.00 - 3353532.66,5377.91 - 8752.42,0.00 - 0.54,56.82 - 100.27,174.00 - 1556.31,53.43 - 81.89,38.21 - 83.89,0.00 - 27.46,8292.53 - 16488.92,0.00 - 3.87
